Node_no.,x_coor,y_coor,u_x,u_y,u_x_low,u_y_low,u_x_high,u_y_high
1,0.0,0.0,1.0204255741040065e-18,0.0,-1.1137686669826508e-05,1.6987323760986328e-06,-8.022785186767578e-05,-7.742643356323242e-05
2,1.0,0.0,0.25,0.0,0.2499836040660739,1.8738210201263428e-06,0.24994564056396484,0.00016589462757110596
3,1.0,1.0,0.25,0.5,0.2500027883797884,0.5000123996287584,0.2500510513782501,0.49999915063381195
4,0.0,1.0,0.0,0.4999999999999999,-4.476867616176605e-06,0.5000125467777252,-5.9217214584350586e-05,0.5000802427530289
5,0.0294117647058823,0.0,0.0073529411764706,0.0,0.007342451252043247,1.341104507446289e-07,0.007275015115737915,-8.83936882019043e-05
6,0.0588235294117647,0.0,0.0147058823529411,0.0,0.014695958234369755,-1.300126314163208e-06,0.01463046669960022,-9.742379188537598e-05
7,0.0882352941176471,0.0,0.0220588235294117,0.0,0.022049430757761,-2.7213245630264282e-06,0.021985501050949097,-0.00010617077350616455
8,0.1176470588235295,0.0,0.0294117647058823,0.0,0.029402893036603928,-4.025176167488098e-06,0.029340684413909912,-0.00011335313320159912
9,0.1470588235294119,0.0,0.0367647058823529,0.0,0.03675628546625376,-5.2656978368759155e-06,0.036695390939712524,-0.00011937320232391357
10,0.1764705882352943,0.0,0.0441176470588235,0.0,0.04410958755761385,-6.327405571937561e-06,0.04405027627944946,-0.00012442469596862793
11,0.2058823529411766,0.0,0.051470588235294,0.0,0.0514629241079092,-7.323920726776123e-06,0.05140528082847595,-0.00012853741645812988
12,0.235294117647059,0.0,0.0588235294117646,0.0,0.05881614796817303,-8.255243301391602e-06,0.05875962972640991,-0.0001315474510192871
13,0.2647058823529414,0.0,0.0661764705882352,0.0,0.06616938300430775,-9.041279554367065e-06,0.06611472368240356,-0.00013312697410583496
14,0.2941176470588239,0.0,0.0735294117647057,0.0,0.07352254819124937,-9.786337614059448e-06,0.07346856594085693,-0.00013402104377746582
15,0.3235294117647064,0.0,0.0808823529411763,0.0,0.08087566308677197,-1.0443851351737976e-05,0.08082279562950134,-0.0001341402530670166
16,0.3529411764705888,0.0,0.0882352941176468,0.0,0.08822872675955296,-1.0915100574493408e-05,0.08817771077156067,-0.00013302266597747803
17,0.3823529411764713,0.0,0.0955882352941174,0.0,0.09558173827826977,-1.1390075087547302e-05,0.09553194046020508,-0.0001303553581237793
