Node_no.,x_coor,y_coor,u_x,u_y,u_x_low,u_y_low,u_x_high,u_y_high
1,0.0,0.0,6.122553444623995e-19,0.0,2.0489096641540527e-08,9.039416909217834e-06,4.023313522338867e-05,7.714331150054932e-05
2,1.0,0.0,0.15,0.0,0.1499939877539873,-9.30391252040863e-06,0.15012669563293457,-2.0995736122131348e-05
3,1.0,1.0,0.15,0.3,0.15000192262232304,0.2999953869730234,0.14986026287078857,0.2999768853187561
4,0.0,1.0,0.0,0.3,1.5409663319587708e-05,0.3000047951936722,-0.00018966197967529297,0.3000515103340149
5,0.0294117647058823,0.0,0.0044117647058823,0.0,0.004411565139889717,8.434057235717773e-06,0.004456996917724609,7.334351539611816e-05
6,0.0588235294117647,0.0,0.0088235294117646,0.0,0.008822990581393242,7.692724466323853e-06,0.008874118328094482,6.955862045288086e-05
7,0.0882352941176471,0.0,0.0132352941176469,0.0,0.013234574347734451,7.050111889839172e-06,0.013289690017700195,6.575882434844971e-05
8,0.1176470588235295,0.0,0.0176470588235293,0.0,0.017646050080657005,6.387010216712952e-06,0.01770573854446411,6.191432476043701e-05
9,0.1470588235294119,0.0,0.0220588235294116,0.0,0.022057559341192245,5.811452865600586e-06,0.022121727466583252,5.7891011238098145e-05
10,0.1764705882352943,0.0,0.0264705882352939,0.0,0.026469087228178978,5.172565579414368e-06,0.026537537574768066,5.480647087097168e-05
11,0.2058823529411766,0.0,0.0308823529411763,0.0,0.030880555510520935,4.552304744720459e-06,0.03095299005508423,5.1215291023254395e-05
12,0.235294117647059,0.0,0.0352941176470586,0.0,0.03529215231537819,3.9245933294296265e-06,0.03536897897720337,4.754960536956787e-05
13,0.2647058823529414,0.0,0.039705882352941,0.0,0.03970363177359104,3.302469849586487e-06,0.03978443145751953,4.4032931327819824e-05
14,0.2941176470588239,0.0,0.0441176470588233,0.0,0.044115280732512474,2.726912498474121e-06,0.044199347496032715,4.07099723815918e-05
15,0.3235294117647064,0.0,0.0485294117647056,0.0,0.04852678254246712,2.0712614059448242e-06,0.04861503839492798,3.680586814880371e-05
16,0.3529411764705888,0.0,0.052941176470588,0.0,0.052938325330615044,1.5422701835632324e-06,0.05302959680557251,3.415346145629883e-05
17,0.3823529411764713,0.0,0.0573529411764703,0.0,0.05734987370669842,9.51811671257019e-07,0.057444989681243896,3.090500831604004e-05
18,0.4117647058823538,0.0,0.0617647058823526,0.0,0.06176145002245903,3.5390257835388184e-07,0.06185942888259888,2.8207898139953613e-05
19,0.4411764705882362,0.0,0.0661764705882349,0.0,0.06617302261292934,-1.993030309677124e-07,0.06627404689788818,2.4393200874328613e-05
20,0.4705882352941187,0.0,0.0705882352941173,0.0,0.07058458216488361,-7.133930921554565e-07,0.07068866491317749,2.1964311599731445e-05
