Node_no.,x_coor,y_coor,u_x,u_y,u_x_low,u_y_low,u_x_high,u_y_high
1,0.0,0.0,4.0817022964159964e-19,0.0,1.1831987649202347e-05,-4.898756742477417e-06,5.7637691497802734e-05,-0.00012767314910888672
2,1.0,0.0,0.1,0.0,0.10000591911375523,-9.749550372362137e-06,0.10000258684158325,0.0
3,1.0,1.0,0.1,0.2,0.09998610150068998,0.2000044658780098,0.1000281572341919,0.20004421472549438
4,0.0,1.0,0.0,0.1999999999999999,-1.727137714624405e-06,0.20000684168189764,-0.0001360774040222168,0.2000420093536377
5,0.0294117647058823,0.0,0.0029411764705882,0.0,0.0029528671875596046,-5.055218935012817e-06,0.0029968619346618652,-0.00012499094009399414
6,0.0588235294117647,0.0,0.0058823529411764,0.0,0.0058939093723893166,-5.189329385757446e-06,0.005936563014984131,-0.00012284517288208008
7,0.0882352941176471,0.0,0.0088235294117646,0.0,0.008834947366267443,-5.346722900867462e-06,0.008875131607055664,-0.00012040138244628906
8,0.1176470588235295,0.0,0.0117647058823528,0.0,0.011775972321629524,-5.538575351238251e-06,0.011813998222351074,-0.00011807680130004883
9,0.1470588235294119,0.0,0.0147058823529411,0.0,0.014716997276991606,-5.675479769706726e-06,0.014753103256225586,-0.0001157522201538086
10,0.1764705882352943,0.0,0.0176470588235293,0.0,0.017658047378063202,-5.8067962527275085e-06,0.0176926851272583,-0.00011289119720458984
11,0.2058823529411766,0.0,0.0205882352941175,0.0,0.020599037408828735,-5.936715751886368e-06,0.020632445812225342,-0.00011032819747924805
12,0.235294117647059,0.0,0.0235294117647057,0.0,0.023540114052593708,-6.1104074120521545e-06,0.023571372032165527,-0.00010722875595092773
13,0.2647058823529414,0.0,0.026470588235294,0.0,0.02648113202303648,-6.234738975763321e-06,0.026510894298553467,-0.0001042485237121582
14,0.2941176470588239,0.0,0.0294117647058822,0.0,0.029422078281641006,-6.410293281078339e-06,0.02945047616958618,-0.00010126829147338867
15,0.3235294117647064,0.0,0.0323529411764704,0.0,0.032363119069486856,-6.556045264005661e-06,0.03238952159881592,-9.822845458984375e-05
16,0.3529411764705888,0.0,0.0352941176470586,0.0,0.03530416917055845,-6.6999346017837524e-06,0.035329341888427734,-9.542703628540039e-05
17,0.3823529411764713,0.0,0.0382352941176468,0.0,0.038245159201323986,-6.861984729766846e-06,0.0382688045501709,-9.119510650634766e-05
18,0.4117647058823538,0.0,0.0411764705882351,0.0,0.04118621116504073,-6.996095180511475e-06,0.04120761156082153,-8.851289749145508e-05
19,0.4411764705882362,0.0,0.0441176470588233,0.0,0.04412717092782259,-7.169321179389954e-06,0.04414719343185425,-8.416175842285156e-05
20,0.4705882352941187,0.0,0.0470588235294115,0.0,0.04706823080778122,-7.339753210544586e-06,0.04708731174468994,-8.094310760498047e-05
21,0.5000000000000011,0.0,0.0499999999999997,0.0,0.050009248312562704,-7.434282451868057e-06,0.050026893615722656,-7.778406143188477e-05
22,0.5294117647058832,0.0,0.0529411764705879,0.0,0.05295018758624792,-7.60052353143692e-06,0.052966415882110596,-7.408857345581055e-05
23,0.5588235294117656,0.0,0.0558823529411761,0.0,0.055891206953674555,-7.732771337032318e-06,0.055905938148498535,-6.985664367675781e-05
24,0.5882352941176479,0.0,0.0588235294117644,0.0,0.05883219512179494,-7.847324013710022e-06,0.05884504318237305,-6.604194641113281e-05
25,0.6176470588235301,0.0,0.0617647058823526,0.0,0.06177322892472148,-8.002389222383499e-06,0.06178486347198486,-6.198883056640625e-05
26,0.6470588235294124,0.0,0.0647058823529409,0.0,0.06471414724364877,-8.136499673128128e-06,0.06472498178482056,-5.733966827392578e-05
27,0.6764705882352946,0.0,0.0676470588235292,0.0,0.06765519361943007,-8.268281817436218e-06,0.06766462326049805,-5.358457565307617e-05
28,0.7058823529411768,0.0,0.0705882352941175,0.0,0.0705961138010025,-8.387491106987e-06,0.07060402631759644,-4.947185516357422e-05
29,0.7352941176470592,0.0,0.0735294117647057,0.0,0.07353714620694518,-8.55419784784317e-06,0.07354378700256348,-4.488229751586914e-05
30,0.7647058823529413,0.0,0.076470588235294,0.0,0.07647810084745288,-8.686911314725876e-06,0.07648342847824097,-3.993511199951172e-05
31,0.7941176470588236,0.0,0.0794117647058822,0.0,0.07941911788657308,-8.839182555675507e-06,0.07942306995391846,-3.606081008911133e-05
32,0.823529411764706,0.0,0.0823529411764704,0.0,0.08236008137464523,-8.93743708729744e-06,0.08236324787139893,-3.0875205993652344e-05
33,0.8529411764705882,0.0,0.0852941176470587,0.0,0.08530106814578176,-9.102746844291687e-06,0.0853034257888794,-2.6106834411621094e-05
34,0.8823529411764703,0.0,0.088235294117647,0.0,0.08824202930554748,-9.186100214719772e-06,0.0882422924041748,-2.092123031616211e-05
