Node_no.,x_coor,y_coor,u_x,u_y,u_x_low,u_y_low,u_x_high,u_y_high
1,0.0,0.0,2.0408511482079965e-19,0.0,1.268833875656128e-05,1.4789402484893799e-06,-0.000144079327583313,-6.93202018737793e-05
2,1.0,0.0,0.05,0.0,0.049996569752693176,-1.3783574104309082e-07,0.05008178949356079,-1.1920928955078125e-06
3,1.0,1.0,0.05,0.1,0.04998994618654251,0.09999725222587585,0.05000336468219757,0.100047767162323
4,0.0,1.0,0.0,0.0999999999999999,-3.21120023727417e-06,0.09999975934624672,5.4329633712768555e-05,0.0999453067779541
5,0.0294117647058823,0.0,0.0014705882352941,0.0,0.0014827176928520203,1.8365681171417236e-06,0.001332595944404602,-6.657838821411133e-05
6,0.0588235294117647,0.0,0.0029411764705882,0.0,0.0029528141021728516,2.1122395992279053e-06,0.002809181809425354,-6.54458999633789e-05
7,0.0882352941176471,0.0,0.0044117647058823,0.0,0.0044228434562683105,2.3655593395233154e-06,0.004285752773284912,-6.383657455444336e-05
8,0.1176470588235295,0.0,0.0058823529411764,0.0,0.0058929696679115295,2.592802047729492e-06,0.005762338638305664,-6.115436553955078e-05
9,0.1470588235294119,0.0,0.0073529411764705,0.0,0.007363013923168182,2.767890691757202e-06,0.007239356637001038,-5.906820297241211e-05
10,0.1764705882352943,0.0,0.0088235294117646,0.0,0.008833147585391998,3.043562173843384e-06,0.008716076612472534,-5.817413330078125e-05
11,0.2058823529411766,0.0,0.0102941176470587,0.0,0.010303162038326263,3.039836883544922e-06,0.010192781686782837,-5.632638931274414e-05
12,0.235294117647059,0.0,0.0117647058823528,0.0,0.011773273348808289,3.3192336559295654e-06,0.011670112609863281,-5.3942203521728516e-05
13,0.2647058823529414,0.0,0.013235294117647,0.0,0.013243407011032104,3.382563591003418e-06,0.013146579265594482,-5.1856040954589844e-05
14,0.2941176470588239,0.0,0.0147058823529411,0.0,0.01471344381570816,3.550201654434204e-06,0.014623552560806274,-5.030632019042969e-05
15,0.3235294117647064,0.0,0.0161764705882352,0.0,0.01618349552154541,3.56137752532959e-06,0.016100674867630005,-4.7147274017333984e-05
16,0.3529411764705888,0.0,0.0176470588235293,0.0,0.017653651535511017,3.591179847717285e-06,0.017577752470970154,-4.583597183227539e-05
17,0.3823529411764713,0.0,0.0191176470588234,0.0,0.019123777747154236,3.6954879760742188e-06,0.019054874777793884,-4.369020462036133e-05
18,0.4117647058823538,0.0,0.0205882352941175,0.0,0.020593799650669098,3.6992132663726807e-06,0.02053186297416687,-4.166364669799805e-05
19,0.4411764705882362,0.0,0.0220588235294116,0.0,0.02206399291753769,3.598630428314209e-06,0.022009029984474182,-4.0531158447265625e-05
20,0.4705882352941187,0.0,0.0235294117647057,0.0,0.023534059524536133,3.632158041000366e-06,0.02348613739013672,-3.7789344787597656e-05
